fact_check_id,post_id,relationship,split
104436,10948,backlink,train
107162,8434,claimreview_schema,train
107162,13915,backlink,train
122371,46784,backlink,train
150425,67618,claimreview_schema,train
113294,19115,claimreview_schema,train
94383,48223,backlink,test
137724,51380,claimreview_schema,test
142012,43935,backlink,train
35174,10121,backlink,train
35174,13791,claimreview_schema,train
69851,24556,backlink,train
69851,24606,claimreview_schema,train
41539,4931,claimreview_schema,train
41539,24106,backlink,train
51729,48538,backlink,test
139401,13183,backlink,dev
113212,52153,backlink,train
113212,52454,backlink,train
142605,34145,backlink,train
137940,52110,backlink,train
36537,22061,claimreview_schema,test
228496,38828,backlink,dev
150902,65947,claimreview_schema,train
150902,74985,claimreview_schema,train
114764,29343,backlink,train
114764,34143,backlink,train
124343,42389,backlink,train
102899,34245,backlink,train
44224,49796,backlink,test
65549,39961,backlink,train
228502,49444,claimreview_schema,train
192017,44181,claimreview_schema,train
59094,13650,backlink,dev
69328,41165,backlink,train
143504,40746,backlink,dev
82901,4717,claimreview_schema,train
228512,28358,claimreview_schema,dev
90027,4881,backlink,train
90027,4882,claimreview_schema,train
79918,27788,claimreview_schema,train
180160,28298,claimreview_schema,test
119203,31743,backlink,train
119203,27398,backlink,train
119203,52571,backlink,train
103902,24226,claimreview_schema,dev
82827,34780,backlink,dev
37667,65267,claimreview_schema,train
228522,28607,backlink,train
142829,28325,claimreview_schema,test
228525,35859,backlink,train
125702,53956,backlink,test
68571,37141,backlink,train
228531,46919,backlink,dev
59399,5224,claimreview_schema,train
68596,46512,backlink,train
82720,13858,claimreview_schema,dev
139159,18640,backlink,train
139159,19174,claimreview_schema,train
9319,17316,claimreview_schema,train
155707,9975,backlink,train
228541,69639,backlink,dev
146908,28097,claimreview_schema,train
50820,40594,backlink,train
130777,36998,backlink,train
130777,38839,backlink,train
38936,14650,backlink,train
112537,5096,backlink,train
112537,18738,backlink,train
43210,18450,backlink,train
43210,14293,backlink,train
139509,17582,backlink,train
144998,41082,backlink,train
150209,78097,claimreview_schema,train
228568,40150,claimreview_schema,test
183783,68364,claimreview_schema,train
136057,21621,claimreview_schema,train
136057,38748,backlink,train
136057,43746,backlink,train
41549,43151,claimreview_schema,train
131493,36757,backlink,dev
54123,27109,claimreview_schema,train
176106,50672,backlink,dev
178380,41855,backlink,test
65482,69773,backlink,train
138081,21843,claimreview_schema,train
205640,42845,backlink,train
44332,19906,backlink,train
44332,3695,backlink,train
44332,9065,backlink,train
169840,37533,backlink,train
169840,45046,backlink,train
169840,46570,backlink,train
169840,52575,backlink,train
169840,54090,backlink,train
186672,42986,claimreview_schema,train
59327,69360,backlink,train
53874,14071,backlink,test
228584,70193,backlink,train
107228,32059,backlink,test
112096,31211,backlink,train
228588,41000,claimreview_schema,train
92162,14945,backlink,train
92162,25864,backlink,train
92162,25863,backlink,train
77334,23930,claimreview_schema,train
77334,23869,backlink,train
21127,7700,backlink,train
21127,16124,claimreview_schema,train
59516,33063,backlink,train
201297,50794,backlink,train
110520,31069,backlink,train
123816,36344,backlink,train
228600,48951,backlink,train
46460,29427,backlink,train
82243,35686,claimreview_schema,train
112792,30751,backlink,train
112792,34020,backlink,train
115263,66420,claimreview_schema,train
115263,77991,claimreview_schema,train
54072,40277,backlink,train
55534,34049,claimreview_schema,test
62471,30753,backlink,train
62471,14605,backlink,train
62471,33762,backlink,train
62471,25657,backlink,train
186370,38346,claimreview_schema,dev
83366,22253,claimreview_schema,train
228615,33626,backlink,test
98642,6205,claimreview_schema,train
98642,6311,backlink,train
141641,39965,claimreview_schema,train
36441,12978,backlink,train
141489,21129,backlink,train
110039,44393,claimreview_schema,dev
228623,55102,backlink,train
228624,28290,backlink,train
228624,38824,backlink,train
140099,38780,backlink,test
228627,43000,claimreview_schema,train
92845,21280,backlink,train
20559,36333,backlink,dev
53772,33140,backlink,train
36485,28894,backlink,train
36485,17149,claimreview_schema,train
36485,54989,backlink,train
9370,9468,claimreview_schema,train
53634,17594,backlink,train
87998,52237,claimreview_schema,train
24654,43324,backlink,train
24654,43709,backlink,train
162199,34510,backlink,train
116657,54163,backlink,dev
75453,4196,backlink,dev
75453,19537,claimreview_schema,dev
180513,39434,backlink,test
187506,44221,claimreview_schema,test
19092,47379,backlink,test
180726,66042,claimreview_schema,train
71808,16028,backlink,train
228643,36585,backlink,train
228643,70104,backlink,train
36681,46375,backlink,train
177451,53274,claimreview_schema,dev
184275,40152,backlink,test
228657,44661,claimreview_schema,train
127592,34140,backlink,train
228663,48632,backlink,dev
71809,22481,backlink,train
82642,28746,claimreview_schema,dev
228670,51323,backlink,train
62022,7844,backlink,train
228674,39490,backlink,dev
85004,15524,backlink,train
161041,65832,claimreview_schema,train
100155,37255,backlink,train
100155,50836,backlink,train
159157,22585,backlink,train
159157,22641,backlink,train
67065,36128,backlink,dev
31270,14547,claimreview_schema,train
84798,34306,backlink,train
84798,14562,backlink,train
228686,70240,backlink,train
20213,32865,backlink,train
129477,28596,backlink,train
129477,33686,backlink,train
129477,35526,backlink,train
129477,55112,backlink,train
129477,70053,backlink,train
141323,27643,claimreview_schema,train
94010,40764,backlink,train
53293,8885,backlink,train
53293,27552,backlink,train
28666,55618,backlink,train
69657,55027,backlink,dev
65403,55797,claimreview_schema,train
147417,49822,backlink,train
147417,67301,claimreview_schema,train
72298,24008,backlink,train
160777,37244,backlink,train
228698,35804,backlink,train
98391,55305,backlink,dev
181647,68060,claimreview_schema,train
113314,10589,claimreview_schema,train
113314,15610,backlink,train
39582,10693,backlink,train
39358,46599,backlink,train
182531,66329,claimreview_schema,train
54644,25810,backlink,train
54644,9366,claimreview_schema,train
104020,40344,backlink,train
228713,67216,claimreview_schema,train
137339,21433,claimreview_schema,train
159474,22720,claimreview_schema,train
159474,22727,backlink,train
123365,38002,backlink,test
12617,10914,backlink,dev
228717,30529,claimreview_schema,train
53793,11908,claimreview_schema,test
32709,52318,backlink,train
32709,54869,backlink,train
118366,8604,backlink,train
118366,26993,backlink,train
118366,12707,backlink,train
118366,12705,backlink,train
60069,30809,backlink,train
146792,11071,backlink,train
59105,6314,backlink,train
228724,29378,backlink,train
80513,4995,claimreview_schema,train
69388,54005,backlink,train
32195,3389,claimreview_schema,test
228729,43124,backlink,train
104254,39800,backlink,train
104254,45289,claimreview_schema,train
139349,9090,backlink,test
114324,38243,backlink,train
92155,12546,backlink,train
92155,4857,backlink,train
205633,27955,backlink,train
228738,49969,backlink,train
28366,73586,claimreview_schema,test
121726,46112,backlink,test
111868,24342,claimreview_schema,train
55649,31737,backlink,test
167610,25558,backlink,train
130821,50446,backlink,train
92223,12753,backlink,train
92223,10654,claimreview_schema,train
54657,11527,backlink,train
85730,68661,claimreview_schema,train
49379,40466,backlink,train
37392,66198,claimreview_schema,dev
178912,53412,backlink,train
162366,31794,backlink,train
68826,53469,backlink,train
42990,33875,backlink,train
58095,23989,claimreview_schema,train
123652,9133,claimreview_schema,train
228753,47678,backlink,train
100669,62677,backlink,train
34182,26944,claimreview_schema,train
79450,22409,backlink,train
50642,5541,backlink,train
171623,70995,claimreview_schema,train
171623,71088,claimreview_schema,train
24744,45447,backlink,train
23148,36748,backlink,train
114209,48881,backlink,train
95411,6131,claimreview_schema,train
95411,6130,backlink,train
110197,17029,backlink,train
39878,35797,backlink,train
119285,5946,backlink,train
65415,17573,claimreview_schema,train
45629,52599,backlink,test
1924,10513,backlink,train
179920,73794,claimreview_schema,dev
131643,21358,claimreview_schema,train
147841,18469,backlink,train
147841,18468,claimreview_schema,train
95343,14970,claimreview_schema,train
228772,69637,claimreview_schema,train
104324,30933,backlink,train
228773,31518,claimreview_schema,dev
36824,34924,backlink,train
228775,38044,backlink,train
228775,39982,backlink,train
63168,53812,backlink,train
132358,37413,backlink,train
132358,41883,backlink,train
132358,53342,backlink,train
50761,26976,backlink,train
167231,23713,backlink,train
228786,48363,claimreview_schema,test
61216,18842,backlink,train
142991,30386,backlink,train
228789,44469,backlink,train
150256,70498,backlink,train
35550,5616,claimreview_schema,test
63796,19543,claimreview_schema,train
65811,21737,claimreview_schema,train
144966,65097,claimreview_schema,train
142261,67384,claimreview_schema,train
158412,31059,backlink,train
158412,31230,claimreview_schema,train
158412,22656,backlink,train
158412,22610,backlink,train
158412,55717,backlink,train
136518,10867,backlink,dev
151775,21692,backlink,train
151775,21691,backlink,train
108563,16590,claimreview_schema,train
54289,30924,backlink,train
54289,9424,claimreview_schema,train
54289,8933,backlink,train
45632,18552,backlink,train
45632,10847,backlink,train
173917,23542,backlink,test
120013,11197,backlink,train
120013,17954,backlink,train
18173,34117,backlink,train
121601,24794,backlink,train
121601,24868,backlink,train
121601,4006,backlink,train
137454,17019,backlink,train
137454,22050,claimreview_schema,train
131935,23555,backlink,train
131935,23208,backlink,train
25399,38611,backlink,train
187993,33617,claimreview_schema,train
22736,9394,claimreview_schema,train
18581,42788,backlink,train
88359,5685,backlink,dev
179675,29851,claimreview_schema,train
179675,55456,backlink,train
26638,25648,claimreview_schema,test
228810,38351,backlink,test
22148,34876,backlink,dev
146762,41131,backlink,train
146762,42793,backlink,train
228814,65261,claimreview_schema,train
50367,17340,claimreview_schema,dev
50024,33974,backlink,train
50024,44512,claimreview_schema,train
50024,53691,backlink,train
183312,66711,claimreview_schema,dev
86377,37573,backlink,train
118318,7751,backlink,train
174297,28362,claimreview_schema,train
107044,42155,backlink,train
228833,76426,backlink,test
73893,79575,backlink,dev
228835,51003,backlink,train
228838,37755,backlink,test
131148,46822,backlink,train
143749,24160,backlink,train
143749,24414,backlink,train
143749,4309,backlink,train
89693,5228,claimreview_schema,train
44883,20880,claimreview_schema,train
110933,28802,backlink,train
15908,3267,backlink,train
149799,7537,claimreview_schema,train
102478,43013,backlink,train
93672,45014,backlink,train
88331,52370,backlink,train
54161,3452,claimreview_schema,train
70432,31542,backlink,dev
111795,47826,backlink,train
111795,49050,backlink,train
155551,22397,claimreview_schema,train
159750,38444,backlink,train
166153,56969,claimreview_schema,train
98456,5531,claimreview_schema,train
49930,43015,backlink,train
53870,7692,claimreview_schema,dev
113713,20578,claimreview_schema,train
228864,52955,backlink,train
47244,31833,backlink,train
129136,11162,backlink,train
98511,64922,claimreview_schema,test
228875,35137,backlink,train
112305,24758,claimreview_schema,train
144406,17067,claimreview_schema,train
228879,32718,backlink,train
41208,43699,claimreview_schema,train
141226,3864,backlink,train
141226,3642,claimreview_schema,train
141226,55224,backlink,train
205534,26706,backlink,train
133965,35886,backlink,train
42948,31670,backlink,train
42948,39381,backlink,train
178666,48639,backlink,train
95955,55924,claimreview_schema,train
108297,39057,backlink,train
108297,41493,backlink,train
108297,51549,backlink,train
34077,14640,claimreview_schema,dev
120671,41659,backlink,train
132023,33123,backlink,train
70905,29207,backlink,train
152523,18600,claimreview_schema,train
152523,15327,backlink,train
228902,69719,backlink,train
94643,15225,claimreview_schema,train
78385,31748,backlink,train
228904,40371,backlink,test
228905,68540,claimreview_schema,train
228906,50634,claimreview_schema,train
137321,9197,backlink,train
137321,22249,claimreview_schema,train
54271,10085,backlink,train
179393,46293,claimreview_schema,train
13881,14776,backlink,train
36617,37178,backlink,train
36617,12666,claimreview_schema,train
36617,55038,backlink,train
104293,24572,backlink,train
61346,37723,backlink,train
87267,65040,claimreview_schema,train
87267,79194,claimreview_schema,train
149969,29484,backlink,train
133401,68889,claimreview_schema,train
65867,29199,backlink,train
228915,33776,claimreview_schema,train
228915,38755,backlink,train
131695,25443,claimreview_schema,train
45589,27247,backlink,train
113738,10023,backlink,train
142481,24322,backlink,dev
138193,10430,backlink,train
5638,76270,claimreview_schema,dev
51530,13789,backlink,train
132057,40186,backlink,train
132057,49981,backlink,train
49589,54714,claimreview_schema,train
13217,8077,claimreview_schema,train
115539,41589,claimreview_schema,train
53786,18833,backlink,train
181294,69010,claimreview_schema,dev
162247,53591,backlink,train
75716,52134,backlink,train
193101,29576,backlink,train
106251,20057,claimreview_schema,train
34253,27048,backlink,train
36550,27897,claimreview_schema,train
137902,18801,claimreview_schema,dev
25721,46267,backlink,dev
64065,19203,backlink,train
228938,41246,backlink,test
228946,69717,backlink,test
139072,21195,backlink,train
161495,45058,backlink,train
92486,36797,backlink,test
24559,45692,backlink,train
228949,63170,claimreview_schema,test
134209,15314,backlink,test
228953,44869,backlink,train
68418,24411,backlink,train
133991,26367,claimreview_schema,train
133991,49201,backlink,train
107411,27342,claimreview_schema,train
83908,27145,backlink,train
228961,35049,backlink,dev
72451,13648,backlink,train
154641,32090,backlink,train
161888,39223,backlink,train
29136,29976,backlink,train
29136,50570,backlink,train
36718,13387,claimreview_schema,test
156203,69631,backlink,test
58599,8144,backlink,train
58599,6270,claimreview_schema,train
132312,24130,backlink,train
146918,35437,backlink,dev
90183,54333,backlink,train
17394,26408,claimreview_schema,train
17394,26297,claimreview_schema,train
104024,43681,backlink,test
36603,15850,backlink,train
84347,8537,backlink,test
228976,28590,backlink,train
228976,30285,claimreview_schema,train
78287,70383,backlink,test
22943,29157,backlink,train
22943,41904,backlink,train
94553,15779,claimreview_schema,train
228983,38449,backlink,train
23965,55422,backlink,train
15881,44987,backlink,train
15881,50389,backlink,train
59184,36966,backlink,train
133695,4471,backlink,train
178439,66204,claimreview_schema,test
57854,33204,claimreview_schema,train
132293,5556,backlink,train
121483,49590,backlink,dev
228991,55318,claimreview_schema,train
228992,39562,backlink,train
69883,11500,claimreview_schema,train
152556,25397,claimreview_schema,train
228999,69544,backlink,dev
65153,8363,backlink,train
65153,11448,claimreview_schema,train
65153,11447,backlink,train
96269,7058,backlink,train
96269,26990,claimreview_schema,train
105940,41977,backlink,dev
137485,20311,backlink,train
103112,36821,backlink,train
103112,48448,backlink,train
30603,24847,backlink,train
193602,24907,backlink,train
193602,17686,backlink,train
144657,48181,backlink,train
46984,10040,backlink,train
46984,11793,claimreview_schema,train
107055,52227,backlink,train
84016,5587,claimreview_schema,dev
183229,48641,backlink,train
183229,55174,backlink,train
21947,4652,backlink,test
192714,36320,backlink,train
54030,7218,backlink,train
229017,42225,claimreview_schema,train
146185,26946,backlink,train
146185,11880,backlink,train
190208,35459,backlink,train
190208,51835,backlink,train
190208,55497,backlink,train
36894,15920,backlink,train
124983,25260,backlink,dev
124983,25316,claimreview_schema,dev
57436,12145,claimreview_schema,test
205688,26738,claimreview_schema,train
191841,39761,backlink,train
191841,55308,backlink,train
80715,46892,backlink,train
107774,7721,claimreview_schema,train
229023,53298,claimreview_schema,train
229023,64537,claimreview_schema,train
229026,37837,claimreview_schema,test
194205,37180,backlink,train
80084,36800,backlink,train
80084,49884,backlink,train
229030,67022,claimreview_schema,train
81269,25911,claimreview_schema,train
116122,36333,backlink,dev
192271,54437,claimreview_schema,train
125475,38496,claimreview_schema,train
2584,50450,backlink,train
44450,5592,backlink,train
99564,48163,backlink,dev
66311,5190,backlink,test
66311,15488,backlink,test
136375,54287,backlink,train
52610,5775,backlink,train
21682,42180,backlink,train
21682,22420,backlink,train
44726,8395,claimreview_schema,dev
32052,3338,backlink,train
32052,12954,backlink,train
33331,48073,backlink,train
10057,2940,backlink,train
229042,45456,backlink,train
177417,20124,claimreview_schema,train
106180,29277,backlink,train
183159,48116,backlink,train
229049,51503,claimreview_schema,train
229051,33729,claimreview_schema,train
36432,27365,claimreview_schema,test
115584,52483,backlink,train
81242,13382,claimreview_schema,train
105528,5872,backlink,train
105528,5874,backlink,train
61013,52670,backlink,train
81677,18219,claimreview_schema,train
104538,28217,backlink,train
111462,39655,backlink,train
181421,67247,claimreview_schema,train
104303,13855,backlink,train
94225,25705,claimreview_schema,train
94225,45452,backlink,train
159155,4087,claimreview_schema,train
150183,24844,claimreview_schema,test
148548,35869,backlink,train
99895,35641,backlink,train
54178,6076,backlink,train
54178,6075,backlink,train
229081,70047,backlink,train
229085,39868,claimreview_schema,train
229085,57381,claimreview_schema,train
70901,30083,backlink,dev
82128,34110,backlink,train
14155,72190,backlink,train
229091,30116,backlink,train
229091,41699,claimreview_schema,train
229092,37967,backlink,train
229094,28622,claimreview_schema,train
93625,30627,backlink,train
21072,5405,backlink,train
21072,5406,backlink,train
21072,10413,backlink,train
82564,49710,backlink,test
140831,43189,backlink,dev
137870,29481,backlink,train
137870,43331,backlink,train
137870,51875,backlink,train
229099,31507,backlink,train
81910,27334,claimreview_schema,train
68034,53765,backlink,train
134978,12904,backlink,train
229105,33631,backlink,dev
41318,70133,claimreview_schema,train
229107,46666,backlink,train
146120,44548,backlink,dev
40130,7632,backlink,train
40130,3305,backlink,train
142785,45005,backlink,train
172131,54243,claimreview_schema,train
172131,71009,claimreview_schema,train
3215,65748,claimreview_schema,train
109614,22459,backlink,train
109614,22458,backlink,train
109614,15247,backlink,train
109614,7048,claimreview_schema,train
144695,30379,backlink,train
50779,11172,claimreview_schema,train
229128,66266,claimreview_schema,train
12231,5766,backlink,train
140011,21794,claimreview_schema,train
180942,44720,backlink,train
74961,53226,backlink,train
229134,55240,claimreview_schema,dev
113969,10230,backlink,train
113969,14702,claimreview_schema,train
178409,48542,backlink,train
67932,52824,backlink,dev
24971,23902,claimreview_schema,train
12178,11142,backlink,train
193579,25224,backlink,train
193579,25187,claimreview_schema,train
73009,16293,claimreview_schema,train
60092,14544,backlink,train
229150,50974,backlink,train
197798,36236,backlink,train
34402,29695,backlink,train
43766,28982,backlink,train
43766,45771,backlink,train
43766,53065,backlink,train
229156,39261,backlink,train
229156,70058,backlink,train
86413,53311,backlink,train
150036,46458,backlink,dev
62255,25732,backlink,train
229160,34274,backlink,train
48002,25207,claimreview_schema,train
57300,48082,backlink,train
229161,41621,claimreview_schema,train
229167,67973,claimreview_schema,train
101080,20793,backlink,train
32100,31879,backlink,dev
229170,35108,backlink,train
205412,4139,claimreview_schema,train
205412,3048,backlink,train
205412,26582,backlink,train
86030,5410,backlink,train
86030,10884,claimreview_schema,train
86030,5384,backlink,train
229176,32303,backlink,train
229176,37819,claimreview_schema,train
86230,4807,claimreview_schema,train
229184,38980,backlink,train
229184,41881,backlink,train
229184,50681,backlink,train
36723,13585,claimreview_schema,train
36723,20241,backlink,train
54167,20236,claimreview_schema,train
86669,6389,backlink,train
69006,21371,backlink,train
39545,16777,backlink,train
45235,8054,backlink,train
229190,34870,backlink,dev
133455,24208,backlink,train
32923,49869,backlink,dev
83300,43761,backlink,train
14377,33290,backlink,train
139029,13321,backlink,test
48411,38180,backlink,dev
72255,23849,claimreview_schema,train
229205,41942,claimreview_schema,train
79416,7135,backlink,train
79416,54518,backlink,train
84811,52943,backlink,test
69402,16285,backlink,test
1570,9133,backlink,train
72590,27612,claimreview_schema,train
129844,66743,claimreview_schema,dev
193467,25245,claimreview_schema,train
229217,43397,backlink,dev
70112,9832,claimreview_schema,train
17430,23771,backlink,train
52321,65049,claimreview_schema,train
229220,34519,backlink,train
229220,49928,backlink,train
141616,23861,backlink,train
112741,29243,backlink,train
112741,52626,backlink,train
62732,44976,backlink,test
150457,45900,backlink,test
59561,20984,backlink,train
137316,16830,claimreview_schema,train
141763,47183,backlink,train
158779,22575,claimreview_schema,dev
51319,16400,claimreview_schema,dev
157759,22664,backlink,train
157759,22665,backlink,train
157759,22663,backlink,train
157759,22589,claimreview_schema,train
124862,13651,backlink,train
31320,4430,backlink,train
31320,4429,backlink,train
14304,4966,claimreview_schema,train
9593,41487,backlink,train
229239,29470,claimreview_schema,train
229239,39665,backlink,train
150604,66133,claimreview_schema,train
90195,9596,backlink,train
143151,26159,claimreview_schema,train
181005,52501,backlink,train
119733,33105,backlink,train
119733,19181,backlink,train
85267,38105,backlink,train
159555,46745,backlink,test
49924,47792,claimreview_schema,test
229271,29131,backlink,train
9838,67009,claimreview_schema,train
44719,3146,backlink,train
49656,78307,claimreview_schema,train
13765,49899,claimreview_schema,dev
142850,4689,backlink,train
83743,29091,backlink,train
33006,29306,backlink,train
33006,50890,backlink,train
109922,16980,claimreview_schema,train
109922,15613,backlink,train
109922,19872,backlink,train
109922,16979,backlink,train
30651,51888,claimreview_schema,test
145072,51389,backlink,train
45594,18582,backlink,train
229284,40680,claimreview_schema,train
50540,17410,claimreview_schema,dev
154748,12295,backlink,train
154748,26738,claimreview_schema,train
130761,43982,backlink,train
98402,50501,backlink,test
229294,44008,backlink,test
142670,21455,claimreview_schema,test
178564,55502,claimreview_schema,train
15904,33867,backlink,dev
104210,24872,claimreview_schema,train
146635,37518,backlink,train
143587,43597,claimreview_schema,dev
50889,17978,backlink,train
181650,67734,claimreview_schema,train
94830,3546,backlink,train
39944,45341,claimreview_schema,train
156224,31221,backlink,dev
56233,10477,backlink,train
39237,23127,claimreview_schema,dev
121048,42059,backlink,train
42274,4982,backlink,train
138397,44897,backlink,train
229320,43807,backlink,train
11817,48323,backlink,train
179953,32497,backlink,train
229325,66676,claimreview_schema,dev
142955,53127,backlink,train
142955,10911,backlink,train
142955,55774,backlink,train
74186,7315,backlink,train
74186,12346,claimreview_schema,train
192792,35420,claimreview_schema,test
41229,66649,claimreview_schema,train
191163,45996,backlink,train
144425,17961,claimreview_schema,train
142105,28479,backlink,train
229337,54833,claimreview_schema,train
132172,47821,claimreview_schema,train
229338,47136,claimreview_schema,train
114833,18663,backlink,train
114833,18667,claimreview_schema,train
194106,28233,backlink,train
194106,44732,backlink,train
103909,24737,backlink,train
103909,24736,backlink,train
96768,26940,claimreview_schema,test
78387,54703,backlink,train
229342,49026,claimreview_schema,test
229343,36175,claimreview_schema,train
229346,32395,backlink,train
229346,54275,backlink,train
140601,46555,backlink,train
229350,33673,backlink,train
229350,39632,backlink,train
54601,9094,backlink,train
54601,3587,backlink,train
103469,18571,claimreview_schema,train
229356,48993,backlink,train
103736,65914,claimreview_schema,test
92652,50216,backlink,train
71306,4351,claimreview_schema,dev
110655,36995,backlink,train
229361,32446,backlink,train
44872,9121,backlink,train
44872,21677,claimreview_schema,train
229362,42939,backlink,train
92403,50178,backlink,dev
124645,15772,backlink,train
124645,21450,backlink,train
229368,53894,backlink,test
87354,43701,backlink,train
116103,49246,backlink,train
72106,33766,backlink,train
137983,18395,claimreview_schema,train
80178,20066,backlink,dev
44830,44627,backlink,dev
81039,3835,backlink,train
123057,10340,backlink,train
97741,66381,claimreview_schema,train
161802,35050,backlink,dev
229380,51893,claimreview_schema,dev
113111,10231,claimreview_schema,train
113111,8599,backlink,train
113111,8600,backlink,train
141852,55236,claimreview_schema,train
24686,9947,backlink,test
13905,30641,backlink,train
13905,44273,backlink,train
13905,48902,backlink,train
182362,54159,claimreview_schema,test
63845,11022,backlink,train
63845,11023,claimreview_schema,train
68551,39416,claimreview_schema,train
86676,30954,backlink,train
52611,9964,claimreview_schema,train
102458,32914,backlink,train
102458,40420,backlink,train
102458,19477,backlink,train
69226,29112,backlink,train
69226,38269,backlink,train
143395,35737,backlink,train
162408,22711,claimreview_schema,train
104355,8868,claimreview_schema,test
69076,40083,backlink,train
59033,16758,claimreview_schema,train
45704,14600,backlink,train
23374,11808,backlink,train
23374,9472,backlink,train
23374,11807,backlink,train
36132,29366,backlink,train
36132,6381,claimreview_schema,train
136942,37268,backlink,train
229410,37721,claimreview_schema,dev
35867,24811,backlink,train
49330,54088,backlink,train
181824,51228,backlink,train
69282,24726,backlink,train
81787,30625,backlink,train
47426,46339,backlink,test
229421,38824,backlink,train
65525,49716,backlink,train
139386,65451,claimreview_schema,dev
75775,5328,backlink,train
75775,12519,claimreview_schema,train
94458,30815,claimreview_schema,train
103522,19593,claimreview_schema,train
26503,20676,claimreview_schema,train
229431,41502,claimreview_schema,train
66847,32069,backlink,train
100415,6704,backlink,train
67612,11864,claimreview_schema,train
177325,68707,claimreview_schema,test
147676,18809,backlink,train
131370,42155,backlink,train
147689,35086,backlink,train
80465,13356,claimreview_schema,train
102739,5866,backlink,train
64233,69000,claimreview_schema,test
181019,67902,claimreview_schema,train
229452,33078,backlink,train
121785,49485,backlink,train
81015,13334,backlink,test
205564,54590,backlink,train
205564,26577,backlink,train
80783,9810,backlink,train
80783,13303,claimreview_schema,train
76936,8339,claimreview_schema,test
95264,18490,claimreview_schema,dev
160702,43919,backlink,train
28638,8732,backlink,test
137165,20865,claimreview_schema,test
85257,47455,claimreview_schema,train
85257,55869,backlink,train
205427,22134,backlink,train
181497,29805,backlink,test
61413,27732,backlink,dev
143284,48105,backlink,train
59395,15257,claimreview_schema,train
42681,15911,backlink,train
37791,17049,claimreview_schema,train
141200,10727,claimreview_schema,train
42615,37014,backlink,train
229473,45753,claimreview_schema,test
229474,28763,backlink,train
229474,37959,backlink,train
229477,63244,claimreview_schema,test
229477,64517,claimreview_schema,test
12031,28254,backlink,train
12031,55447,backlink,train
70648,69146,claimreview_schema,train
229480,76178,backlink,dev
229481,67069,claimreview_schema,train
63186,35095,backlink,train
63186,27294,claimreview_schema,train
179757,67174,claimreview_schema,test
50312,21399,backlink,train
125207,41072,claimreview_schema,train
125207,43272,backlink,train
179806,39775,backlink,train
179806,48292,backlink,train
145071,11873,claimreview_schema,train
145256,53463,backlink,dev
229494,33911,backlink,train
229494,54419,backlink,train
229495,34883,claimreview_schema,test
229498,48936,backlink,train
229499,69943,backlink,train
88365,4246,backlink,train
88365,25719,backlink,train
88365,13825,claimreview_schema,train
111110,15022,backlink,train
61567,54591,backlink,train
229501,50727,backlink,test
229501,55119,backlink,test
89081,4919,backlink,train
84961,3536,backlink,train
229511,30304,backlink,dev
53565,4940,backlink,train
53565,4938,backlink,train
72610,15007,claimreview_schema,train
48790,6592,backlink,train
177449,65973,claimreview_schema,train
132249,26759,claimreview_schema,train
89035,42123,backlink,train
40505,44452,backlink,dev
113084,50263,backlink,train
147960,34942,backlink,train
147960,20961,claimreview_schema,train
123980,19044,claimreview_schema,train
34154,38858,backlink,train
34154,46627,backlink,train
49340,38440,backlink,train
49564,68558,claimreview_schema,dev
229526,38869,backlink,train
79270,35010,backlink,train
127934,18898,backlink,train
127934,36015,backlink,train
141701,73301,backlink,dev
36451,22447,backlink,train
178642,39009,backlink,train
191803,38199,backlink,train
74864,51220,backlink,train
132094,12173,claimreview_schema,test
54680,3252,backlink,dev
229542,45368,backlink,test
229544,33110,backlink,train
112738,51781,backlink,train
171656,71618,claimreview_schema,train
171656,71620,claimreview_schema,train
205364,4485,claimreview_schema,dev
50549,18837,claimreview_schema,train
78258,12821,backlink,test
229549,33764,backlink,train
229549,68446,claimreview_schema,train
44431,10352,backlink,test
68023,51796,backlink,test
57434,28901,backlink,train
57434,8508,backlink,train
57434,25617,backlink,train
57434,10283,backlink,train
57434,19374,claimreview_schema,train
229557,66749,claimreview_schema,train
53764,3811,backlink,train
53764,3812,claimreview_schema,train
22188,5950,backlink,train
229562,33737,backlink,train
100367,55189,backlink,train
229563,69931,claimreview_schema,train
229563,70037,backlink,train
93494,43629,backlink,test
44392,66186,claimreview_schema,train
149935,46176,claimreview_schema,test
30713,33681,backlink,train
205647,21948,backlink,train
112836,47931,backlink,train
66300,35820,backlink,train
66300,9893,claimreview_schema,train
102570,30160,backlink,train
147998,67967,claimreview_schema,train
192431,52523,claimreview_schema,train
186089,29402,claimreview_schema,train
10140,66113,claimreview_schema,train
74298,53607,claimreview_schema,dev
76239,24239,claimreview_schema,test
229583,70472,claimreview_schema,train
85139,4818,backlink,train
85139,20603,backlink,train
185258,24465,claimreview_schema,dev
229594,29070,backlink,train
229603,37420,claimreview_schema,train
229603,40423,backlink,train
229603,49247,backlink,train
205499,25795,backlink,train
229609,44544,backlink,test
72247,68646,claimreview_schema,train
53451,68421,claimreview_schema,train
75676,2913,backlink,train
75676,6062,backlink,train
107209,39445,backlink,train
160028,39249,backlink,dev
136270,16466,claimreview_schema,train
93388,33188,backlink,train
182434,29506,claimreview_schema,train
54554,6981,backlink,train
54554,6982,claimreview_schema,train
129050,11592,backlink,train
129050,2736,claimreview_schema,train
229626,40988,backlink,train
229626,43046,backlink,train
